id,smiles,pIC50,n,source
CHEMBL5192777,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3F)c2=O)n1,8.0,1,ChEMBL
CHEMBL5564896,Cn1cnc(Cn2c(=O)cc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,8.0,1,ChEMBL
CHEMBL5556435,Cn1cnc(Cn2c(=O)cc(Nc3cc4cn(C)nc4cc3OC(F)(F)F)n(Cc3cc(F)c(F)cc3F)c2=O)n1,8.0,1,ChEMBL
CHEMBL5573477,CNC(=O)C(=O)[C@H](CCC(C)(F)F)NC(=O)[C@@H]1C[C@H](C(F)(F)F)CCN1C(=O)[C@@H](NC(=O)OC)C(C)(C)C,8.0,1,ChEMBL
CHEMBL5555374,COC(=O)N[C@H](C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@@H](CCC(C)(F)F)C(=O)C(=O)NC1CC1)C(C)(C)C,8.0,1,ChEMBL
CHEMBL5575681,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(C(=O)CC)n3)nc3c(C)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O,8.0,1,ChEMBL
CHEMBL5574569,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)c3cc4cccc(Cl)c4[nH]3)C[C@@H]21,8.0,1,ChEMBL
CHEMBL5563513,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)C3(c4ccccc4)CC3)C[C@@H]21,8.0,1,ChEMBL
CHEMBL6074523,CC1(C)CCCC[C@@H]2C[C@@H](C[C@@H](C#N)NC(=O)[C@@H]3[C@@H]4[C@H](CN3C(=O)[C@H]1NC(=O)C(F)(F)F)C4(C)C)C(=O)N2,8.0,1,ChEMBL
CHEMBL6151358,CC(C)O[C@@H]1C[C@@H]2CC(=O)N(C)[C@H](Cc3ccc(Cl)cc3Cl)C(=O)NCCCCC/C=C/c3cncc(c3)C(=O)N2C1,8.0,1,ChEMBL
CHEMBL5561307,COc1ccc2[nH]c(=O)cc(C(=O)N[C@H]3CCCC[C@H]3Nc3c(C(=O)N4CCOCC4)cc(C4CC4)cc3[N+](=O)[O-])c2c1,7.97,1,ChEMBL
CHEMBL5598257,O=C(Oc1cncc(Br)c1)c1ccccc1F,7.97,1,ChEMBL
CHEMBL5290840,O=C(c1cccc(Cn2[se]c3ccccc3c2=O)c1)N1CCOCC1,7.96,1,ChEMBL
CHEMBL5178875,C=C(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.96,1,ChEMBL
CHEMBL5579768,COC(=O)N[C@H](C(=O)N1CC2(CCCCC2)C[C@H]1C(=O)N[C@@H](CCC(C)(F)F)C(=O)C(=O)NC1CC1)C(C)(C)C,7.96,1,ChEMBL
CHEMBL5571082,COC(=O)N[C@H](C(=O)N1CC2(CCCCC2)C[C@H]1C(=O)N[C@@H](CCC(C)(F)F)C(=O)C(=O)NCc1ccccc1)C(C)(C)C,7.96,1,ChEMBL
CHEMBL5563523,COC(=O)N[C@H](C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@@H](CC[C@@H](C)F)C(=O)C(=O)NC1CC1)C(C)(C)C,7.96,1,ChEMBL
CHEMBL5572085,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)c3cc4cccc(F)c4[nH]3)C[C@@H]21,7.96,1,ChEMBL
CHEMBL5572787,Cc1cccc([C@@H](C)C(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)C3(C)C)c1,7.96,1,ChEMBL
CHEMBL5565685,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)C3(c4cccc(Cl)c4)CC3)C[C@@H]21,7.96,1,ChEMBL
CHEMBL5632679,O=C(NCc1ccccn1)C(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H]1CC(F)(F)CN1C(=O)C1CCC(F)(F)CC1,7.96,1,ChEMBL
CHEMBL5632878,C[C@@H](NC(=O)[C@@H]1C[C@@H]2[C@H](C1)C2(F)F)C(=O)N[C@H](Cc1ccccc1)C(=O)C(=O)NCc1ccccn1,7.96,1,ChEMBL
CHEMBL5633635,O=C(NCc1ccccn1)C(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H]1COCCN1C(=O)CC1CCC(F)(F)CC1,7.96,1,ChEMBL
CHEMBL4071326,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3C[C@H](O)C[C@@H]3C(=O)O)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,7.96,1,ChEMBL
CHEMBL6146825,O=C1C[C@H]2Cc3ccccc3N2C(=O)c2cncc(c2)/C=C/CCCCCOC(=O)[C@@H](Cc2ccc(Cl)cc2)N1,7.96,1,ChEMBL
CHEMBL6159507,CN1C(=O)C[C@H]2C[C@@H](C(F)(F)F)CN2C(=O)c2cncc(c2)/C=C/CCCCCNC(=O)[C@H]1Cc1ccc(Cl)cc1Cl,7.96,1,ChEMBL
CHEMBL5169323,O=C(Sc1ncccn1)c1cc2ccccc2[nH]1,7.95,1,ChEMBL
CHEMBL5183847,Cn1cnc(Cn2c(=O)[nH]/c(=N\c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,7.94,1,ChEMBL
CHEMBL5560631,O=C(N[C@H]1CCCC[C@H]1Nc1c(C(=O)N2CCOCC2)cc(C2CC2)cc1[N+](=O)[O-])c1cc(=O)[nH]c2c(F)cccc12,7.94,1,ChEMBL
CHEMBL5200024,Cn1cc2cc(Nc3nc(=O)n(-c4cncc5c4COC5)c(=O)n3Cc3cc(Cl)c(F)cc3F)c(Cl)cc2n1,7.92,1,ChEMBL
CHEMBL5427542,Cn1c([N+](=O)[O-])cnc1COc1cc(Cl)cc(-n2cc(-c3ccc[nH]c3=O)c(=O)n(-c3cccnc3)c2=O)c1,7.92,1,ChEMBL
CHEMBL5406180,O=c1[nH]cccc1-c1cn(-c2cc(Cl)cc(OCc3ncsc3C(F)(F)F)c2)c(=O)n(-c2cccnc2)c1=O,7.92,1,ChEMBL
CHEMBL5557111,Cc1cc(Cn2c(Nc3cc4cn(C)nc4cc3Cl)cc(=O)n(Cc3ncn(C)n3)c2=O)c(F)cc1F,7.92,1,ChEMBL
CHEMBL5573798,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C[C@@H]1CCNC1=O)C(=O)C(N)=O)C2(C)C)C(C)(C)C,7.92,1,ChEMBL
CHEMBL6078046,CC1(C)COC(=O)[C@@H]2C[C@@H](C[C@@H](C#N)NC(=O)[C@@H]3[C@@H]4[C@H](CN3C(=O)[C@H]1NC(=O)C1CC1)C4(C)C)C(=O)N2,7.92,1,ChEMBL
CHEMBL6082928,CC1(C)CCOC(=O)[C@@H]2C[C@@H](C[C@@H](C#N)NC(=O)[C@@H]3[C@@H]4[C@H](CN3C(=O)[C@H]1NC(=O)C(F)(F)F)C4(C)C)C(=O)N2,7.92,1,ChEMBL
CHEMBL6082909,CC1(C)CNC(=O)[C@@H]2C[C@H](C[C@@H](C#N)NC(=O)[C@@H]3[C@@H]4[C@H](CN3C(=O)[C@H]1NC(=O)OCc1ccccc1)C4(C)C)C(=O)N2,7.92,1,ChEMBL
CHEMBL6142218,O=C1C[C@H]2CCCN2C(=O)c2cncc(c2)/C=C/CCCCCNC(=O)[C@@H](Cc2ccc(Cl)cc2)N1,7.92,1,ChEMBL
CHEMBL5287318,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(Cl)c(Cl)c3)C[C@@H]21,7.91,1,ChEMBL
CHEMBL5206120,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)C3(C)OCCCO3)cc12,7.9,1,ChEMBL
CHEMBL5556984,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccn1,7.9,1,ChEMBL
CHEMBL5178556,CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.89,1,ChEMBL
CHEMBL5185160,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCCNC3=O)cc12,7.89,1,ChEMBL
CHEMBL5288416,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(Cl)cc3Cl)C[C@@H]21,7.89,1,ChEMBL
CHEMBL5399537,O=c1[nH]cccc1-c1cn(-c2cc(Cl)cc(OCc3nccn3C(F)F)c2)c(=O)n(-c2cccnc2)c1=O,7.89,1,ChEMBL
CHEMBL5276490,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(Cl)cc3)C[C@@H]21,7.88,1,ChEMBL
CHEMBL5269547,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(F)c(F)c3)C[C@@H]21,7.88,1,ChEMBL
CHEMBL5282244,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(Br)cc3Cl)C[C@@H]21,7.88,1,ChEMBL
CHEMBL5190756,CC(C)C[C@H](NC(=O)c1cc2c(OC(F)(F)F)cccc2[nH]1)C(=O)N[C@H](C#N)C[C@@H]1CCCNC1=O,7.86,1,ChEMBL
CHEMBL5186338,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)s1,7.86,1,ChEMBL
CHEMBL5194350,CCn1cc2cc(Nc3nc(=O)n(Cc4ncn(C)n4)c(=O)n3Cc3cc(F)c(F)cc3F)c(Cl)cc2n1,7.85,1,ChEMBL
CHEMBL5187177,Cc1cncc(-n2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)c1,7.85,1,ChEMBL
CHEMBL5208639,COc1cc(Cl)cc2[nH]c(C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCCNC3=O)cc12,7.85,1,ChEMBL
CHEMBL5198234,CC(C)C[C@H](NC(=O)c1cc2cnccc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)CCl,7.85,1,ChEMBL
CHEMBL5173658,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C(F)(F)F)cc(C)nc3C)cc12,7.85,1,ChEMBL
CHEMBL5267414,O=C(CCl)N1N=C(c2cc(Cl)ccc2F)C(c2ccccc2)C1c1ccc2nccnc2c1,7.85,1,ChEMBL
CHEMBL5561775,Cn1cnc(Cn2c(=O)cc(Nc3cc4cn(C)nc4cc3C(F)(F)F)n(Cc3cc(Cl)c(Cl)cc3F)c2=O)n1,7.85,1,ChEMBL
CHEMBL5572345,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(C)C)n3)nc3c(C(C)C)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O,7.85,1,ChEMBL
CHEMBL5572795,CCc1cccc2[nH]c(C(=O)N3C[C@H]4[C@@H]([C@H]3C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)C4(C)C)cc12,7.85,1,ChEMBL
CHEMBL5633166,O=C(CNC(=O)C1CCC(F)(F)CC1)N[C@H](Cc1ccccc1)C(=O)C(=O)NCc1ccccn1,7.85,1,ChEMBL
CHEMBL6132678,CC1(C)COC(=O)[C@@H]2C[C@@H](C[C@@H](C#N)NC(=O)[C@@H]3[C@@H]4[C@H](CN3C(=O)[C@H]1NC(=O)C(F)(F)C1CC1)C4(C)C)C(=O)N2,7.85,1,ChEMBL
CHEMBL5208709,O=C(Sc1ncccn1)c1ccc(-c2ccc(Br)cc2)s1,7.84,1,ChEMBL
CHEMBL5269544,COc1ccc(OCC(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)C3(C)C)cc1OC,7.84,1,ChEMBL
CHEMBL5633042,O=C(NCc1ccccn1)C(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H]1COCCN1C(=O)C1CCC(F)(F)CC1,7.84,1,ChEMBL
CHEMBL5427572,CC(C)C[C@H](NC(=O)C(=O)Nc1ccccc1F)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COc1c(F)c(F)cc(F)c1F,7.83,1,ChEMBL
CHEMBL5596805,O=C(Oc1cncc(Cl)c1)c1ccc(I)cc1F,7.83,1,ChEMBL
CHEMBL5183770,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.82,1,ChEMBL
CHEMBL5185732,Cn1cnc(Cn2c(=O)nc(NC3=CC4CCOC4C=C3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)n1,7.82,1,ChEMBL
CHEMBL5193976,O=c1c2ccccc2[se]n1-c1cc(Cl)ccc1F,7.82,1,ChEMBL
CHEMBL5195325,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(OC(F)(F)F)cc3)C[C@@H]21,7.82,1,ChEMBL
CHEMBL5290282,COc1ccc(OCC(=O)N2C[C@H]3[C@@H]([C@H]2C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)C3(C)C)cc1,7.82,1,ChEMBL
CHEMBL5441400,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,7.82,1,ChEMBL
CHEMBL5555618,CC1(C)[C@@H]2[C@H]1CN(C(=O)COc1ccc(OC(F)(F)F)cc1)[C@H]2C(=O)N[C@@H](C=O)C[C@H]1CCNC1=O,7.82,1,ChEMBL
CHEMBL5559134,CN(C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1cccs1)C(C)(C)C)N(C#N)Cc1cccc(Cl)c1F,7.82,1,ChEMBL
CHEMBL5562983,COC(=O)N[C@H](C(=O)N1CC2(C[C@H]1C(=O)N[C@@H](CCC(C)(F)F)C(=O)C(=O)NC1CC1)CC2(F)F)C(C)(C)C,7.82,1,ChEMBL
CHEMBL5570296,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)c3cc4c(F)cccc4[nH]3)C[C@@H]21,7.82,1,ChEMBL
CHEMBL5570525,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)c3cc4ccc(F)cc4[nH]3)C[C@@H]21,7.82,1,ChEMBL
CHEMBL5565858,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)C3(c4ccccc4)CCCC3)C[C@@H]21,7.82,1,ChEMBL
CHEMBL5633409,O=C(CC1CCC(F)(F)CC1)NCC(=O)N[C@H](Cc1ccccc1)C(=O)C(=O)NCc1ccccn1,7.82,1,ChEMBL
CHEMBL5195394,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)NN(C[C@H]3CCNC3=O)C(=O)[C@H](F)Cl)cc12,7.81,1,ChEMBL
CHEMBL5204680,O=C(Sc1ncccn1)c1cc2ccccc2s1,7.81,1,ChEMBL
CHEMBL5185670,CC(C)(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.8,1,ChEMBL
CHEMBL5290927,CC(C)C[C@H](NC(=O)OCc1cccc(C(F)(F)F)c1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],7.8,1,ChEMBL
CHEMBL5394734,Cc1nc(C)c(COc2cc(Cl)cc(-n3cc(-c4ccc[nH]c4=O)c(=O)n(-c4cccnc4)c3=O)c2)s1,7.8,1,ChEMBL
CHEMBL5563890,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1c[nH]cn1,7.8,1,ChEMBL
CHEMBL5563131,CC(F)(F)CC[C@H](NC(=O)[C@@H]1CC2(CCCCC2)CN1C(=O)[C@@H](NC(=O)OCc1ccccc1)C1CCCCC1)C(=O)C(=O)NC1CC1,7.8,1,ChEMBL
CHEMBL5542356,COC(=O)N[C@H](C(=O)N1CC[C@@H](C(F)(F)F)C[C@H]1C(=O)N[C@@H](CCC(C)(F)F)C(=O)C(=O)NC1CC1)C(C)(C)C,7.8,1,ChEMBL
CHEMBL5567237,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)Cc3ccccc3)C[C@@H]21,7.8,1,ChEMBL
CHEMBL5632711,C[C@@H](NC(=O)C1CCC(F)(F)CC1)C(=O)N[C@H](Cc1ccccc1)C(=O)C(=O)NCc1ccccn1,7.8,1,ChEMBL
CHEMBL6166637,CNC[C@@H](Cc1ccc(Cl)cc1)N(C)C(=O)C[C@H]1Cc2ccccc2N1C(=O)c1cncc2cccnc12,7.8,1,ChEMBL
CHEMBL5400139,O=C(Nc1ccccc1F)C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,7.79,1,ChEMBL
CHEMBL5631672,C[C@@H](NC(=O)CC1CCC(F)(F)CC1)C(=O)N[C@H](Cc1ccccc1)C(=O)C(=O)NCc1ccccn1,7.79,1,ChEMBL
CHEMBL5275295,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)CCc3cccc(F)c3)C[C@@H]21,7.78,1,ChEMBL
CHEMBL5206924,CC(C)(C)C[C@H](NC(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.77,1,ChEMBL
CHEMBL5184210,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CC1CCNC1=O)C(=O)CCl,7.77,1,ChEMBL
CHEMBL5189591,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CCC(N)=O)C(=O)CCl,7.77,1,ChEMBL
CHEMBL5189954,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COC(=O)c3c(C(F)(F)F)cc(C)nc3C)cc12,7.77,1,ChEMBL
CHEMBL5412903,Cc1scnc1COc1cc(Cl)cc(-n2cc(-c3ccc[nH]c3=O)c(=O)n(-c3cccnc3)c2=O)c1,7.77,1,ChEMBL
CHEMBL5571893,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)c3cc4cc(F)ccc4[nH]3)C[C@@H]21,7.77,1,ChEMBL
CHEMBL5632329,COC[C@@H](NC(=O)C1CCC(F)(F)CC1)C(=O)N[C@H](Cc1ccccc1)C(=O)C(=O)NCc1ccccn1,7.77,1,ChEMBL
CHEMBL6102141,CC1(C)COC(=O)[C@@H]2C[C@@H](C[C@@H](C#N)NC(=O)[C@@H]3[C@@H]4[C@H](CN3C(=O)[C@H]1NC(=O)OC1CC1)C4(C)C)C(=O)N2,7.77,1,ChEMBL
CHEMBL6143566,O=C1C[C@H]2CCCN2C(=O)c2cncc(c2)CCCCCCCOC(=O)[C@@H](Cc2ccc(Cl)cc2)N1,7.77,1,ChEMBL
CHEMBL6145506,Cn1cnc(CN2C(=O)NC(Nc3cc4cn(C)nc4cc3Cl)N(Cc3cc(F)c(F)cc3F)C2=O)n1,7.77,1,ChEMBL
CHEMBL5270743,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)COc1ccc(Cl)cc1Cl,7.76,1,ChEMBL
CHEMBL5277900,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)CCc1ccc(F)c(F)c1,7.76,1,ChEMBL
CHEMBL5408911,CN(C[C@H]1O[C@@H](n2cc(C#Cc3ccccc3)c3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(Br)c([N+](=O)[O-])c1,7.76,1,ChEMBL
CHEMBL5562461,O=C[C@@H](C[C@H]1CCNC1=O)NC(=O)[C@H]1[C@@H]2CCC[C@@H]2CN1C(=O)COc1ccc(Cl)cc1Cl,7.76,1,ChEMBL
CHEMBL5180524,O=c1[nH]cc(-c2cc(-c3cc(Cl)cc(OCc4ccccc4Cl)c3)c(=O)n(-c3cccnc3)c2)c(=O)[nH]1,7.75,1,ChEMBL
CHEMBL5564996,O=C1NCC[C@H]1C[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)COc1ccc(Cl)cc1Cl)C(=O)CF,7.75,1,ChEMBL
CHEMBL5561918,Cn1cnc(Cn2c(=O)cc(Nc3cc4cn(C)nc4cc3F)n(Cc3cc(Cl)c(F)cc3F)c2=O)n1,7.75,1,ChEMBL
CHEMBL5567822,O=c1[nH]cc(-c2cc(-c3cc(Cl)cc(COc4ccccc4Cl)c3)c(=O)n(-c3cccnc3)c2)c(=O)[nH]1,7.75,1,ChEMBL
CHEMBL5561728,CN(C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1cccs1)C1CCCCC1)N(C#N)Cc1ccc(Cl)cc1,7.75,1,ChEMBL
CHEMBL5565690,COc1ccc2[nH]c(=O)cc(C(=O)N[C@H]3CCCC[C@H]3Nc3c(C(=O)N4CCN(C)CC4)cc(Br)cc3[N+](=O)[O-])c2c1,7.75,1,ChEMBL
CHEMBL5591360,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)c3cc4cccc(C(F)(F)F)c4[nH]3)C[C@@H]21,7.75,1,ChEMBL
CHEMBL5631484,O=C(CNC(=O)[C@@H]1C[C@@H]2[C@H](C1)C2(F)F)N[C@H](Cc1ccccc1)C(=O)C(=O)NCc1ccccn1,7.75,1,ChEMBL
CHEMBL6114914,CC1(C)CNC(=O)[C@@H]2C[C@@H](C[C@@H](C#N)NC(=O)[C@@H]3[C@@H]4[C@H](CN3C(=O)[C@H]1NC(=O)C(F)(F)F)C4(C)C)C(=O)N2,7.75,1,ChEMBL
CHEMBL6163615,O=C1C[C@H]2CCCN2C(=O)c2cncc(c2)/C=C/CCCCCOC(=O)[C@@H](Cc2ccc(Cl)cc2)N1,7.75,1,ChEMBL
CHEMBL6133427,O=C1C[C@H]2Cc3ccccc3N2C(=O)c2cncc(c2)/C=C/CCCCCOC(=O)[C@@H](Cc2ccc(Cl)c(Cl)c2)N1,7.75,1,ChEMBL
CHEMBL5177782,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)o1,7.74,1,ChEMBL
CHEMBL5286307,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1[C@@H]2CCC[C@@H]2C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.74,1,ChEMBL
CHEMBL5270522,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3cc(F)cc(F)c3)C[C@@H]21,7.73,1,ChEMBL
CHEMBL5633587,O=C(CNC(=O)c1ccc(Cl)c(F)c1)N[C@H](Cc1ccccc1)C(=O)C(=O)NCc1ccccn1,7.73,1,ChEMBL
CHEMBL5202866,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.72,1,ChEMBL
CHEMBL5180793,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(N)=O)C2(C)C)C(C)(C)C,7.72,1,ChEMBL
CHEMBL5208498,Cn1cnc(Cn2c(=O)nc(Nc3cc4c(F)n(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,7.72,1,ChEMBL
CHEMBL5183165,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC1CC1)C2(C)C,7.72,1,ChEMBL
CHEMBL5191060,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C)cc(C)nc3C)cc12,7.72,1,ChEMBL
CHEMBL5171003,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(OC)c(C#N)c1,7.72,1,ChEMBL
CHEMBL5396377,COc1ccc(S(=O)(=O)N(C)C[C@H]2O[C@@H](n3cc(C#Cc4cnc5ccccc5c4)c4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1C#N,7.72,1,ChEMBL
CHEMBL5568269,CN(C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1cccs1)C(C)(C)C)N(C#N)Cc1ccc(Cl)cc1,7.72,1,ChEMBL
CHEMBL5564971,CN(C(=O)[C@H](Cc1ccccc1F)NC(=O)[C@@H](NC(=O)c1cccs1)C(C)(C)C)N(C#N)Cc1cccc(Cl)c1F,7.72,1,ChEMBL
CHEMBL5555378,COC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](CCC(C)(F)F)C(=O)C(=O)NC1CC1)C21CCOCC1)C(C)(C)C,7.72,1,ChEMBL
CHEMBL6165159,CNC(=O)[C@@H](Cc1ccc(Cl)cc1)N1CCCCCC/C=C/c2cncc(c2)C(=O)N2c3ccccc3C[C@@H]2CC1=O,7.72,1,ChEMBL
CHEMBL5195798,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)CO)cc12,7.71,1,ChEMBL
CHEMBL5288153,Cc1cc(Cl)ccc1OCC(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.71,1,ChEMBL
MAT-POS-a54ce14d-2,CNC(=O)CN1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,7.7,1,Moonshot
CHEMBL1725120,Cc1ccc(C)c(-n2sc3cc(F)ccc3c2=O)c1,7.7,1,ChEMBL
CHEMBL5198667,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)C(C)(C)C(F)(F)F)cc12,7.7,1,ChEMBL
